Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bitumen Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bitumen Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Metal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inventory Cable
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hell Bark Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Trim
appliedenergistics2:item.ItemFacade:0, Cable Facade - Radar Screen
appliedenergistics2:item.ItemFacade:0, Cable Facade - Control Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ore Cluster (Iron)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ore Cluster (Gold)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ore Cluster (Redstone)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ore Cluster (Coal)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ore Cluster (Lapis)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ore Cluster (Diamond)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ore Cluster (Emerald)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strange Glowing Eggs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Container Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Container Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Container Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Container Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Container Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Container Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel (Connected)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel (Connected)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel (Connected)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel (Connected)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel (Connected)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel (Connected)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Panel (Connected)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chunk O' Head
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eudialyte Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zircon Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azurite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eudialyte Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zircon Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azurite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cubic Zirconium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thatch Bundle
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo Bundle
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tropics Portal Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tropics Portal Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tropics Portal Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purified Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coral Sands
appliedenergistics2:item.ItemFacade:0, Cable Facade - Foamy Sands
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Sands
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mineral Sands
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lunarin Style Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lunarin Style Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sea Lantern
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sponge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wet Sponge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prismarine
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Prismarine
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bison Leather
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Leather
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Fur
appliedenergistics2:item.ItemFacade:0, Cable Facade - Armadillo Shell Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Armadillo Shell Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Patterned Armadillo Shell Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ballast (Concrete)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ballast (Gravel)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oil Shale Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemEncodedPattern, Encoded Pattern
appliedenergistics2:item.ToolColorApplicator, Color Applicator
appliedenergistics2:item.ItemPaintBall:0, Paint Ball - White
appliedenergistics2:item.ItemPaintBall:1, Paint Ball - Orange
appliedenergistics2:item.ItemPaintBall:2, Paint Ball - Magenta
appliedenergistics2:item.ItemPaintBall:3, Paint Ball - Light Blue
appliedenergistics2:item.ItemPaintBall:4, Paint Ball - Yellow
appliedenergistics2:item.ItemPaintBall:5, Paint Ball - Lime
appliedenergistics2:item.ItemPaintBall:6, Paint Ball - Pink
appliedenergistics2:item.ItemPaintBall:7, Paint Ball - Gray
appliedenergistics2:item.ItemPaintBall:8, Paint Ball - Light Gray
appliedenergistics2:item.ItemPaintBall:9, Paint Ball - Cyan
appliedenergistics2:item.ItemPaintBall:10, Paint Ball - Purple
appliedenergistics2:item.ItemPaintBall:11, Paint Ball - Blue
appliedenergistics2:item.ItemPaintBall:12, Paint Ball - Brown
appliedenergistics2:item.ItemPaintBall:13, Paint Ball - Green
appliedenergistics2:item.ItemPaintBall:14, Paint Ball - Red
appliedenergistics2:item.ItemPaintBall:15, Paint Ball - Black
appliedenergistics2:item.ItemPaintBall:20, Paint Ball - Lumen White
appliedenergistics2:item.ItemPaintBall:21, Paint Ball - Lumen Orange
appliedenergistics2:item.ItemPaintBall:22, Paint Ball - Lumen Magenta
appliedenergistics2:item.ItemPaintBall:23, Paint Ball - Lumen Light Blue
appliedenergistics2:item.ItemPaintBall:24, Paint Ball - Lumen Yellow
appliedenergistics2:item.ItemPaintBall:25, Paint Ball - Lumen Lime
appliedenergistics2:item.ItemPaintBall:26, Paint Ball - Lumen Pink
appliedenergistics2:item.ItemPaintBall:27, Paint Ball - Lumen Gray
appliedenergistics2:item.ItemPaintBall:28, Paint Ball - Lumen Light Gray
appliedenergistics2:item.ItemPaintBall:29, Paint Ball - Lumen Cyan
appliedenergistics2:item.ItemPaintBall:30, Paint Ball - Lumen Purple
appliedenergistics2:item.ItemPaintBall:31, Paint Ball - Lumen Blue
appliedenergistics2:item.ItemPaintBall:32, Paint Ball - Lumen Brown
appliedenergistics2:item.ItemPaintBall:33, Paint Ball - Lumen Green
appliedenergistics2:item.ItemPaintBall:34, Paint Ball - Lumen Red
appliedenergistics2:item.ItemPaintBall:35, Paint Ball - Lumen Black
appliedenergistics2:item.ItemMultiMaterial:28, Advanced Card
appliedenergistics2:item.ItemMultiMaterial:44, Annihilation Core
appliedenergistics2:item.ItemMultiMaterial:25, Basic Card
appliedenergistics2:item.ItemMultiMaterial:52, Blank Pattern
appliedenergistics2:item.ItemMultiMaterial:23, Calculation Processor
appliedenergistics2:item.ItemMultiMaterial:13, Inscriber Calculation Press
appliedenergistics2:item.ItemMultiMaterial:16, Printed Calculation Circuit
appliedenergistics2:item.ItemMultiMaterial:27, Capacity Card
appliedenergistics2:item.ItemMultiMaterial:53, Crafting Card
appliedenergistics2:item.ItemMultiMaterial:29, Fuzzy Card
appliedenergistics2:item.ItemMultiMaterial:31, Inverter Card
appliedenergistics2:item.ItemMultiMaterial:26, Redstone Card
appliedenergistics2:item.ItemMultiMaterial:30, Acceleration Card
appliedenergistics2:item.ItemMultiMaterial:34, 128³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:33, 16³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:37, 16k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:35, 1k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:32, 2³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:36, 4k ME Storage Component
